Latitude,Longitude
35.12362442956642,-80.74241744344891
35.8707097120152,-78.36007956859032
35.73312539481044,-81.57165941552798
36.036975980548284,-79.1327982568815
35.40609682366018,-82.91294693703279
35.41289673696354,-80.21383032391216
34.40795803644209,-78.29668724339913
36.09154525472943,-79.85472564291445
35.94041278627123,-77.05013853238243
35.364015849620266,-80.97358882268061
36.12780260068293,-80.60466818148312
35.75739474613675,-78.7573464325282
35.06806218102656,-79.11014942475575
35.05354069654756,-77.3763847339198
