Latitude,Longitude
34.38891567108163,-77.95499038415029
35.996465388620095,-78.8935259309217
35.852714183222666,-80.7814002849812
35.130085456873815,-80.68169582438611
35.83432888386304,-77.98399538773006
35.40369862283846,-82.92236526024188
35.774073563677945,-78.63479577841296
35.30093817706425,-79.67571759854141
35.72871864258658,-81.59771978044388
36.05877264120853,-80.18837582780371
35.28929743791027,-80.97839941635934
35.54970900279638,-76.84186129591359
34.91812571829889,-78.84173241250231
36.14446716458262,-79.64457486953435
