Latitude,Longitude
36.09832159002794,-79.88121358568223
34.38105948868257,-78.12206455452203
35.411068833127224,-80.20987356134924
35.405492489416375,-82.91521989143693
35.36080619682914,-80.97332946165638
35.64224299236875,-78.7037936259464
36.02208421254634,-78.56675977732452
35.99418403292004,-79.19332334875686
35.123441372966745,-80.74126561210194
34.97930023015687,-79.11098712219001
35.69446285963476,-77.8251914822529
35.51614449727958,-76.76752099764286
36.12345337171576,-80.62553829402536
35.72869940583415,-81.57600217112044
