Latitude,Longitude
35.140816320822374,-80.76888221206903
34.40877213275133,-78.29324015203507
36.12619377000614,-80.54222625659715
35.76777849550243,-81.57256425194493
35.372604250521185,-80.2493265234555
35.75328559844559,-78.75711392623015
35.941806701584795,-77.05415252234125
35.404987413699914,-82.91444702191765
35.38348532989974,-81.00192988472347
35.05469457949056,-77.37563526544238
35.8726066871345,-78.36405539997874
36.036241960389546,-79.13204146205558
36.076575627437684,-79.84600846901816
35.06282131450555,-79.11610813568926
