Latitude,Longitude
36.030011221893346,-80.16331609705254
35.97062614671645,-77.05204250796699
35.021168169297646,-77.29633997509406
36.050871790904935,-79.65363187405849
35.25050332510012,-80.93928576418334
35.88024013114529,-80.79672128302407
35.703130829776995,-81.57726139786527
34.39469669836477,-78.34195888170375
35.406667080353024,-82.91316528106852
35.18480651741588,-80.52018776877519
35.837091177388125,-78.92398330050554
35.59062842393025,-78.3444001073938
35.083526520805044,-79.28225221643733
36.079283995607724,-78.63991466530047
