Latitude,Longitude
35.140577190609264,-80.76812217049155
34.41276630126881,-78.29509648138936
36.07748252436562,-79.84512415828046
35.766761495549886,-81.57141777622708
35.40507938208534,-82.91421642029863
35.75342048086336,-78.75611202297452
35.05852910672916,-77.37568662891584
35.94481549923073,-77.04509626016853
35.374084011064845,-80.24671308793684
35.382358374686916,-81.00034342917934
36.03575557167375,-79.13067563792428
36.126285216286064,-80.54277991246174
35.87148448508728,-78.35783810458096
35.06290292639019,-79.11655671611031
