Latitude,Longitude
34.404315327921935,-78.29120481678824
35.873143169231014,-78.36572535592153
35.40608979980875,-82.91301741431761
35.36106556367098,-80.97234571257187
35.73096249232997,-81.57206441091596
36.03654847179663,-79.13534309138231
36.09572781981723,-79.85917790358448
36.125352206545465,-80.61287336034094
35.94124607580914,-77.0563604245214
35.75629813660558,-78.75833901643811
35.0541731937794,-77.3740373538436
35.41734551652524,-80.2055821513134
35.123595600685,-80.73889529940563
35.063880268199135,-79.10774127194001
