Latitude,Longitude
35.730826312912214,-81.57159823726433
35.75194574474761,-78.75715202659863
35.12334511064471,-80.73828296441309
36.09610311926076,-79.8571272062945
35.944351313136586,-77.05335137150666
35.05340771755952,-79.11714485744025
36.125599873119064,-80.61257122774532
35.3607872099414,-80.97214518119497
36.035059036769965,-79.13252977716981
34.414641981341276,-78.28581580428491
35.87489930337224,-78.36593388035146
35.42021087028859,-80.20754670932175
35.060138564083736,-77.3741306425908
35.406156988954905,-82.91274600818367
