Latitude,Longitude
35.54383495793463,-80.6859786654012
36.020935155798895,-78.9108652027804
35.5537754402459,-76.8515583299709
35.836423240611516,-78.00089704523225
35.86873107747221,-81.55193692085349
35.768000560808,-78.64887806738024
36.119199066570204,-80.33506105509305
36.12988698077298,-79.71799149787574
34.914121970582734,-78.8574876074996
35.10726324799818,-80.71556081788495
35.398890789912905,-82.92562908190598
35.329163417812104,-81.14171146941081
35.34294286322944,-79.67262719981693
34.395450200092924,-77.95703721021206
