Latitude,Longitude
35.06615346020687,-79.15850777688223
35.868571408732784,-78.35707630206213
36.03931040148026,-79.12403315364911
35.43688950174652,-81.00983809879487
35.940093053526674,-77.04571694609494
35.40427418504851,-82.91621723223426
36.13510450379979,-80.45393853408603
35.051213302221136,-77.38409779278804
35.787298068286574,-81.57308112927684
34.42478362275757,-78.31267442888682
36.04809889034349,-79.83214949735154
35.74962716913684,-78.75572724796795
35.145992272190014,-80.80086992259419
35.33080337948323,-80.33241194620149
