Latitude,Longitude
36.038999904180734,-79.13006068945194
35.404702655918314,-82.9146970622795
36.12925821552208,-80.47765965451376
35.34097882107758,-80.31765996343388
35.06691946644078,-79.15565291080526
35.94237166145881,-77.04796345091691
35.05514855793822,-77.38267680315772
35.871193500204875,-78.36097950509485
36.057293744215904,-79.83826625307485
35.420431397961984,-81.0105004905059
35.143458233040754,-80.79318428448364
35.78451723615973,-81.57159546980152
34.42643807298338,-78.3129206715854
35.75034619833398,-78.75660587679816
