Latitude,Longitude
35.871025891351486,-78.36028317768373
35.77351020903565,-81.57122215837386
35.387634690640546,-81.00491221575975
35.75650392522929,-78.75742929245962
35.14207381698874,-80.77186329504724
35.05535888936502,-77.37753606877106
35.36327523459361,-80.2514922296264
36.07474424308617,-79.8463412743638
35.40499496226566,-82.91401232653513
34.41028709229451,-78.30131972120333
35.07040094701245,-79.11466112699979
35.94226647075139,-77.04868748852404
36.12322488529465,-80.52914411480965
36.03750233686786,-79.13283569143621
