Latitude,Longitude
36.09837376798209,-79.88094079616215
35.515661516680154,-76.76702295411563
35.72872876468358,-81.57588910976503
35.995189797827805,-79.19191482970169
36.12323608081239,-80.62543576811
35.41138173495992,-80.20871485522494
34.979729579880185,-79.11070206908836
35.36070150756396,-80.97302479107387
36.022235327916775,-78.56475090302791
35.693902599419964,-77.8235956350368
34.38059622932446,-78.1221628150091
35.64218004740834,-78.70331547106984
35.12353250726756,-80.7408097045031
35.405492489416375,-82.91521989143693
