Latitude,Longitude
35.146152809040174,-80.80137918678074
35.06582089292255,-79.15878506475332
35.40430721920667,-82.91568035653944
35.74887832536726,-78.75520392399555
35.78839837338283,-81.57143456767587
34.424443679543295,-78.31245940766762
36.046920751694515,-79.83002384408697
35.05159907091441,-77.38428217229037
36.13718823475939,-80.44843985771703
35.940380287871136,-77.04488071184838
35.33115381423378,-80.33414632846207
36.0393117649619,-79.12141349489985
35.43826845116867,-81.00945671562417
35.86843196232905,-78.35609037446449
