Latitude,Longitude
35.99735884251554,-79.18782672214748
36.12014596902201,-80.53867410179103
36.02300781289278,-78.55584048018157
35.51178560500855,-76.76681459690836
35.40475128258344,-82.91536555050767
35.386962285862005,-81.00584073478707
34.98879192503801,-79.11671815295993
35.691711718744266,-77.81963366967989
35.35692434350573,-80.25358084588802
35.64371970590486,-78.70493949308701
35.142216387485576,-80.77261162322465
34.38157955353273,-78.13488501998442
35.77121036715357,-81.57497304791515
36.0764702370793,-79.86454175123801
