Latitude,Longitude
35.77392887385697,-78.63494109337478
35.300906436295186,-79.67552192695408
36.144232327655395,-79.64515572682993
35.28914809081245,-80.97854219906823
35.54966022940526,-76.84205365555508
34.3891488033847,-77.95509797798597
35.403669574358446,-82.92239434169433
34.91812248731939,-78.841866818804
36.058881022943545,-80.18881259504788
35.13001526624399,-80.68184983771683
35.83434111170088,-77.98404518716846
35.728758636574106,-81.59767919263912
35.852055984076024,-80.78149643932217
35.997046124565394,-78.89329099511897
